Reasoning,Bias Rating,Factual Reporting,Country,MBFC’s Country Freedom Rating,Media Type,Traffic/Popularity,MBFC Credibility Rating,source_link,source_domain,granular_rating,category,Questionable Reasoning,Press Freedom Rating,MBFC’s Freedom Rating,Country Press Freedom Rating,MBFC’s Country Freedom Rank,Press Freedom Rank,MBFC’s Press Freedom Rating,MBFC Country Freedom Rank,Questionable  Reasoning,Bias,MBFC Country Freedom Rating,MBFC’s CountryFreedom Rating,World Press Freedom Rank
"Propaganda, Pseudoscience, Poor Sourcing, Lack of Transparency, Anti-LGBTQ",EXTREME RIGHT,LOW,USA,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.pop.org/,pop,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,MOSTLY FREE,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing",EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://personalliberty.com/,personalliberty,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT,LOW,Iran,,TV Station,High Traffic,LOW CREDIBILITY,https://www.presstv.ir/,presstv,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Poor Sourcing, Fake News, Antisemitism",,,,TOTAL OPPRESSION,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://passaictoday.com/,passaictoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,,,,,,,,http://www.politifact.news/,politifact,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://patrioticpost.com/,patrioticpost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Pseudoscience, False Claims, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://pomonavalleynews.com/,pomonavalleynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://pinehursttoday.com/,pinehursttoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, Imposter",EXTREME RIGHT,LOW,Unknown,N/A,Website,Medium Traffic,LOW CREDIBILITY,https://protrumpnews.com/,protrumpnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://portlandmainenews.com/,portlandmainenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,EXTREME   RIGHT,VERY  LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://presscalifornia.com/,presscalifornia,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright021.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Poor Sourcing, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://redrightdaily.com/,redrightdaily,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Pseudoscience, Propaganda, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://pinellastimes.com/,pinellastimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://pinestatenews.com/,pinestatenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,http://redstatewatcher.com/,redstatewatcher,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright051.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Poor Sourcing, Failed Fact Checks",,,,,,,,,,MOSTLY FREE,,
,LEFT-CENTER,MIXED,Unknown,N/A,Website,Minimal Traffic,LOW CREDIBILITY,https://thequeretaropost.com/,thequeretaropost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Poor Sourcing, Plagiarism",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://pontiactimes.com/,pontiactimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,Not Rated,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://www.redorbit.com/,redorbit,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCMixed.png?resize=355%2C131&ssl=1,fake-news,,,,,,,,,,,,,
,LEFT-CENTER,MIXED,Unknown,N/A,Website,Minimal Traffic,LOW CREDIBILITY,https://pueblapost.com/,pueblapost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Poor Sourcing, Plagiarism",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://prairiestatewire.com/,prairiestatewire,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://redstatenation.com/,redstatenation,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Pseudoscience, Lack of Transparency, Failed Fact Checks",,,,,MOSTLY FREE,,,,,,,
"Lack of Transparency, Poor Sourcing, False/Misleading Claims",RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,rationalground.com,rationalground,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://presidentialhill.com/,presidentialhill,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Pseudoscience, False Claims, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
"Poor Sourcing, Propaganda, Conspiracy",EXTREME RIGHT,LOW,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://righterway.com/,righterway,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,N/A,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://renoreporter.com/,renoreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Poor Sourcing, Propaganda, Conspiracy",RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://republicandaily.net/,republicandaily,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Portugal,,Website/Podcast,Medium Traffic,LOW CREDIBILITY,https://redacted.inc/,redacted,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Pseudoscience, Propaganda, False claims, Failed Fact Checks",,,,,EXCELLENT,,,,,,,
,LEFT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://www.rockvalleytimes.com/,rockvalleytimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",,,,,,,,,,,,
,FAR RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://rightnewswire.com/,rightnewswire,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Poor Sourcing, Lack of Transparency",MOSTLY FREE,,,,,,,,,,,
,RIGHT,LOW,USA,,Website/Video,Medium Traffic,LOW CREDIBILITY,https://www.rsbnetwork.com/,rsbnetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Poor Sourcing, Failed Fact Checks",,,,,MOSTLY FREE,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://reformedmedia.net/,reformedmedia,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Poor Sourcing, Lack of Transparency",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://riverparishnews.com/,riverparishnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://rivervalleytoday.com/,rivervalleytoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://rockymounttoday.com/,rockymounttoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Russian Propaganda, Poor Sourcing, False Claims, Failed Fact Checks",RIGHT-CENTER,LOW,Russia,,News Agency,High Traffic,LOW CREDIBILITY,https://rossiyasegodnya.com/,rossiyasegodnya,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,,,,,TOTAL OPPRESSION,,,,,,,
"Propaganda, False Claims",EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,HIGH CREDIBILITY,https://prntly.com/,prntly,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/09/extremeright03.png?resize=700%2C78&ssl=1,fake-news,,,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://rairfoundation.com/,rairfoundation,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Poor Sourcing, Failed Fact Checks, Lack of Transparency, Imposter Website",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sandhillstoday.com/,sandhillstoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://salemnewswire.com/,salemnewswire,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://romereporter.com/,romereporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.roguereview.net/,roguereview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, False Claims, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
"Propaganda, Numerous Failed Fact Checks",RIGHT,MIXED,USA,,Organization/Foundation,Medium Traffic,MEDIUM CREDIBILITY,https://www.gop.com/,gop,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sanjosestandard.com/,sanjosestandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sanmateosun.com/,sanmateosun,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Macedonia,,Website,Medium Traffic,LOW CREDIBILITY,https://resistthemainstream.org/,resistthemainstream,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Imposter Site, Lack of Transparency",MODERATE FREEDOM,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://santaclaratoday.com/,santaclaratoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
"Propaganda, Conspiracy, Hate Group",EXTREME RIGHT,LOW,USA,MOSTLY FREE,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,http://www.ruthinstitute.org,ruthinstitute,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://rochesterreporter.com/,rochesterreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://restoreamericanglory.com/,restoreamericanglory,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Poor Sources, Misinformation",,,,,MOSTLY FREE,,,,,,,
"Russian Propaganda, Conspiracy, Lack of Transparency, Some Fake News",RIGHT-CENTER,VERY LOW,Russia,,TV Station,High Traffic,LOW CREDIBILITY,https://de.rt.com/,rt,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,,,,,TOTAL OPPRESSION,,,,,,,
,LEFT-CENTER,MIXED,Unknown,N/A,Website,Minimal Traffic,LOW CREDIBILITY,https://sanluispotosipost.com/,sanluispotosipost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Poor Sourcing, Plagiarism",,,,,,,,,,,,
"State Propaganda, Conspiracy, Poor Sourcing, Fake News, Antisemitism",EXTREME RIGHT,LOW,Russia,LIMITED FREEDOM,Website,Minimal Traffic,LOW CREDIBILITY,https://russia-insider.com/,russia-insider,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
"Russian Propaganda, Poor Sourcing, False Claims, Failed Fact Checks",RIGHT-CENTER,LOW,Russia,,News Agency,High Traffic,LOW CREDIBILITY,https://ria.ru/,ria,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,,,,TOTAL OPPRESSION,,,,,,,,
"Poor Sourcing, Fake News, Lack of Ownership Transparency, Imposter",RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://www.smobserved.com,smobserved,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://scnebraskanews.com/,scnebraskanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA (44/180 Press Freedom),,Website,Minimal Traffic,LOW CREDIBILITY,https://secoloradonews.com/,secoloradonews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing, False Information, Lack of Transparency",FAR-RIGHT,LOW,Canada,EXCELLENT,Website/Video,High Traffic,LOW CREDIBILITY,https://rumble.com/,rumble,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://rocklandreporter.com/,rocklandreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Lack of Transparency, Pro-Government Propaganda",LEFT-CENTER,MIXED,Iraq,LIMITED FREEDOM,News Agency,Medium Traffic,LOW CREDIBILITY,https://www.rudaw.net/english,rudaw,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter04.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://seacoaststandard.org/,seacoaststandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sckansasnews.com/,sckansasnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sarasotareview.com/,sarasotareview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://searizonanews.com/,searizonanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sekentuckynews.com/,sekentuckynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sekansascitynews.com/,sekansascitynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sedenvernews.com/,sedenvernews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sealaskanews.com/,sealaskanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Poor Sourcing, Conspiracy, Lack of Transparency, Failed Fact Checks",FAR RIGHT,MIXED,USA,MOSTLY FREE,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.secureamericanow.org/,secureamericanow,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://seindiananews.com/,seindiananews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sfvtoday.com/,sfvtoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://savannahsuntimes.com/,savannahsuntimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://sgvstandard.com/,sgvstandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://shoalstoday.com/,shoalstoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Propaganda, Conspiracy, Pseudoscience, Fake News, False Claims, Poor Sourcing, Lack of Transparency, Plagiarism",EXTREME RIGHT,VERY LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://slaynews.com/,slaynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright011.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,MOSTLY FREE,,,,,
,NOT RATED,MIXED,Unknown  (lack of transparency),,Website,Minimal Traffic,LOW CREDIBILITY,https://skepticink.com/,skepticink,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCMixed.png?resize=355%2C131&ssl=1,fake-news,"Poor Sourcing, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://saratogastandard.com/,saratogastandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://scalaskanews.com/,scalaskanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Lack of Transparency, Poor Sourcing, Propaganda",LEFT,MIXED,Iraq,LIMITED FREEDOM,Website,Medium Traffic,LOW CREDIBILITY,https://shafaq.com/,shafaq,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
