Reasoning,Bias Rating,Factual Reporting,Country,MBFC’s Country Freedom Rating,Media Type,Traffic/Popularity,MBFC Credibility Rating,source_link,source_domain,granular_rating,category,Questionable Reasoning,Press Freedom Rating,MBFC’s Freedom Rating,Country Press Freedom Rating,MBFC’s Country Freedom Rank,Press Freedom Rank,MBFC’s Press Freedom Rating,MBFC Country Freedom Rank,Questionable  Reasoning,Bias,MBFC Country Freedom Rating,MBFC’s CountryFreedom Rating,World Press Freedom Rank
,FAR RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nationalinsiders.com/,nationalinsiders,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Lack of Transparency",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nesacramentonews.com/,nesacramentonews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/nh,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://nefranklinnews.com/,nefranklinnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nenebraskanews.com/,nenebraskanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://nmbusinessdaily.com/,nmbusinessdaily,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://nenewmexiconews.com/,nenewmexiconews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://nenewyorktoday.com/,nenewyorktoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://nenorthdakotanews.com/,nenorthdakotanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nemissnews.com/,nemissnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://necalinews.com/,necalinews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/nv,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Conspiracy",EXTREME RIGHT,MIXED,Australia,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://newsblaze.com/,newsblaze,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://newsglobal.com/,newsglobal,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Pseudoscience, False Claims, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/ny,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Conspiracy, False Claims, Fake News",EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Medium Traffic,LOW CREDIBILITY,https://newswars.com/,newswars,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT,LOW,USA,,TV Station,High Traffic,LOW CREDIBILITY,https://www.newsmax.com/,newsmax,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Pseudoscience, Propaganda, Fake News, Failed Fact Checks",,,,MOSTLY FREE,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://niagaraleader.com/,niagaraleader,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://neohiotimes.com/,neohiotimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northbluegrassnews.com/,northbluegrassnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,EXTREME RIGHT,VERY LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,www.newnation.org/,newnation,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright011.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Hate Group",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://ncarkansasnews.com/,ncarkansasnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northbrowardnews.com/,northbrowardnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,,News App,High Traffic,LOW CREDIBILITY,https://www.newsbreak.com/,newsbreak,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter07.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Fake News",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northcoastcanews.com/,northcoastcanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://nextnewsnetwork.com/,nextnewsnetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Failed Fact Checks",,,,MOSTLY FREE,,,,,,,,
"Poor Sourcing, Lack of Transparency, Conspiracy, Propaganda, False Claims",EXTREME RIGHT,LOW,United Kingdom,,Website,Minimal Traffic,LOW CREDIBILITY,https://newspushed.com/,newspushed,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northcincynews.com/,northcincynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northegyptnews.com/,northegyptnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Propaganda, Conspiracy, Some Fake News",FAR RIGHT,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,http://newsammo.com/,newsammo,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,India,MODERATE FREEDOM,TV Station,High Traffic,LOW CREDIBILITY,https://www.news18.com/,news18,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,"Propaganda, False Information, Failed Fact Checks",,,,
,EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Medium Traffic,LOW CREDIBILITY,https://newsaddicts.com/,newsaddicts,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, Failed Fact Checks, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northfultontoday.com/,northfultontoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northcharlottetoday.com/,northcharlottetoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Lack of Transparency, Poor Sourcing, Pseudoscience",N/A,VERY LOW,Sweden,EXCELLENT,Website,H igh Traffic,LOW CREDIBILITY,https://en.newsner.com,newsner,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCVeryLow.png?resize=361%2C124&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northcountryleader.com/,northcountryleader,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,FAR RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://newshourfirst.com/,newshourfirst,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Conspiracy Theories, Propaganda, Lack of Transparency, False Information",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northdaytonnews.com/,northdaytonnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Poor Sourcing, Lack of Transparency, False Claims",EXTREME RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://www.newsready.com/,newsready,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright051.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northlaketimes.com/,northlaketimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northlittlerocktimes.com/,northlittlerocktimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northmianews.com/,northmianews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northmecklenburgnews.com/,northmecklenburgnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northessexnews.com/,northessexnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northnevadanews.com/,northnevadanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northpanhandlenews.com/,northpanhandlenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northraleightoday.com/,northraleightoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,FAR LEFT BIAS,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://nowthisnews.com/,nowthisnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Failed Fact Checks",,,,,,,MOSTLY FREE,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northramseynews.com/,northramseynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northsactoday.com/,northsactoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/nd,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,EXTREME RIGHT,VERY  LOW,Greece,MOSTLY FREE,Website,Medium Traffic,LOW CREDIBILITY,https://www.newsview.gr/,newsview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy Theories, Pseudoscience, Poor Sourcing, False Information, Lack of Transparency, Fake News",,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northsgvnews.com/,northsgvnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northstlnews.com/,northstlnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.northeastherald.org/,northeastherald,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northiowareporter.com/,northiowareporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT CONSPIRACY-PSEUDOSCIENCE,VERY LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.npr.news/,npr,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/07/con5.png?resize=662%2C41&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
"Imposter Site, Lack of Transparency",N/A,VERY LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,http://now8news.com/,now8news,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCVeryLow.png?resize=361%2C124&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northcountryreporter.com/,northcountryreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Propaganda, Pseudoscience, Lack of Transparency, Failed Fact Checks",EXTREME  RIGHT,LOW,USA,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.nationalrighttolifenews.org/,nationalrighttolifenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northguilfordnews.com/,northguilfordnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nwclarknews.com/,nwclarknews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northdsmnews.com/,northdsmnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://northtrianglenews.com/,northtrianglenews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nemontananews.com/,nemontananews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,USA,,TV Station,Medium Traffic,LOW CREDIBILITY,https://www.ntd.com,ntd,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Lack of Transparency, Failed Fact Checks",,,,MOSTLY FREE,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nwillinoisnews.com/,nwillinoisnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://northsfvtoday.com/,northsfvtoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://nwmissnews.com/,nwmissnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
